"category","cause","var","value","multiplier"
"risk","Stroke","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.7
"risk","Stroke","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",2.21
"risk","Stroke","bmi","Underweight (<18.5)",1.18
"risk","Stroke","bmi","Normal Weight (18.5-24.9)",1
"risk","Stroke","bmi","Overweight (25-29.9)",1.5
"risk","Stroke","bmi","Obese (>30)",2
"risk","Stroke","hbp","Yes",1
"risk","Stroke","hbp","No",1
"risk","Stroke","hbc","Yes",1.08
"risk","Stroke","hbc","No",1
"risk","Stroke","cvd","Yes",2.44
"risk","Stroke","cvd","No",1
"risk","Stroke","copd","Yes",3.34
"risk","Stroke","copd","No",1
"risk","Stroke","dia","Yes",2
"risk","Stroke","dia","No",1
"risk","Stroke","dep","Yes",1
"risk","Stroke","dep","No",1
"risk","Stroke","can","Yes",1.83
"risk","Stroke","can","No",1
"risk","Stroke","alz","Yes",1
"risk","Stroke","alz","No",1
"risk","Stroke","fcvd","Yes",2.5
"risk","Stroke","fcvd","No",1
"risk","Stroke","fcopd","Yes",1
"risk","Stroke","fcopd","No",1
"risk","Stroke","fdia","Yes",1
"risk","Stroke","fdia","No",1
"risk","Stroke","fdep","Yes",1
"risk","Stroke","fdep","No",1
"risk","Stroke","fcan","Yes",1
"risk","Stroke","fcan","No",1
"risk","Stroke","falz","Yes",1
"risk","Stroke","falz","No",1
"risk","Cancer","sex","Male",1.184
"risk","Cancer","sex","Female",0.863
"risk","Cancer","race","White",1.016
"risk","Cancer","race","Black",1.134
"risk","Cancer","race","Asian",0.614
"risk","Cancer","race","Native American",0.636
"risk","Cancer","race","Other",1
"risk","Cancer","wbr","East Asia & Pacific",1.28
"risk","Cancer","wbr","Europe & Central Asia",1.79
"risk","Cancer","wbr","Latin America & Caribbean",0.87
"risk","Cancer","wbr","Middle East & North Africa",0.457
"risk","Cancer","wbr","North America",1.745
"risk","Cancer","wbr","South Asia",0.507
"risk","Cancer","wbr","Sub-Saharan Africa",0.351
"risk","Cancer","inc","Poor",1.58
"risk","Cancer","inc","Lower-middle",1
"risk","Cancer","inc","Middle",1
"risk","Cancer","inc","Upper-middle",1
"risk","Cancer","inc","Rich",1
"risk","Cancer","edu","No Formal Schooling",1.58
"risk","Cancer","edu","Primary Education (Elementary School)",1.58
"risk","Cancer","edu","Secondary Education (High School)",1
"risk","Cancer","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"risk","Cancer","edu","Master's degree",1
"risk","Cancer","edu","Doctoral degree",1
"risk","Cancer","hsd","0",1.42
"risk","Cancer","hsd","1",1.36
"risk","Cancer","hsd","2",1.3
"risk","Cancer","hsd","3",1.24
"risk","Cancer","hsd","4",1.18
"risk","Cancer","hsd","5",1.12
"risk","Cancer","hsd","6",1.06
"risk","Cancer","hsd","7",1
"risk","Cancer","hsd","8",1.1
"risk","Cancer","hsd","9",1.3
"risk","Cancer","hsd","10",1.5
"risk","Cancer","hsd","11",1.7
"risk","Cancer","hsd","12",1.9
"risk","Cancer","hsd","13",2.1
"risk","Cancer","hsd","14",2.3
"risk","Cancer","hsd","15",2.5
"risk","Cancer","hsd","16",2.7
"risk","Cancer","hsd","17",2.7
"risk","Cancer","hsd","18",2.7
"risk","Cancer","hsd","19",2.7
"risk","Cancer","hsd","20",2.7
"risk","Cancer","hsd","21",2.7
"risk","Cancer","hsd","22",2.7
"risk","Cancer","hsd","23",2.7
"risk","Cancer","hsd","24",2.7
"risk","Cancer","sys","Normal (SBP <120 mmHG)",1
"risk","Cancer","sys","Elevated (SBP 120-129 mmHG)",1.1
"risk","Cancer","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.21
"risk","Cancer","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.33
"risk","Cancer","bmi","Underweight (<18.5)",1.29
"risk","Cancer","bmi","Normal Weight (18.5-24.9)",1
"risk","Cancer","bmi","Overweight (25-29.9)",1.285
"risk","Cancer","bmi","Obese (>30)",1.57
"risk","Cancer","hbp","Yes",1
"risk","Cancer","hbp","No",1
"risk","Cancer","hbc","Yes",1
"risk","Cancer","hbc","No",1
"risk","Cancer","cvd","Yes",1
"risk","Cancer","cvd","No",1
"risk","Cancer","copd","Yes",1
"risk","Cancer","copd","No",1
"risk","Cancer","dia","Yes",1
"risk","Cancer","dia","No",1
"risk","Cancer","dep","Yes",1
"risk","Cancer","dep","No",1
"risk","Cancer","can","Yes",4.38
"risk","Cancer","can","No",1
"risk","Cancer","alz","Yes",1
"risk","Cancer","alz","No",1
"risk","Cancer","fcvd","Yes",1
"risk","Cancer","fcvd","No",1
"risk","Cancer","fcopd","Yes",1
"risk","Cancer","fcopd","No",1
"risk","Cancer","fdia","Yes",1
"risk","Cancer","fdia","No",1
"risk","Cancer","fdep","Yes",1
"risk","Cancer","fdep","No",1
"risk","Cancer","fcan","Yes",2.88
"risk","Cancer","fcan","No",1
"risk","Cancer","falz","Yes",1
"risk","Cancer","falz","No",1
"risk","COVID-19","sex","Male",1.267
"risk","COVID-19","sex","Female",0.784
"risk","COVID-19","race","White",0.934
"risk","COVID-19","race","Black",1.645
"risk","COVID-19","race","Asian",0.741
"risk","COVID-19","race","Native American",1.518
"risk","COVID-19","race","Other",1
"risk","COVID-19","wbr","East Asia & Pacific",0.141
"risk","COVID-19","wbr","Europe & Central Asia",1.816
"risk","COVID-19","wbr","Latin America & Caribbean",1.636
"risk","COVID-19","wbr","Middle East & North Africa",0.512
"risk","COVID-19","wbr","North America",2.457
"risk","COVID-19","wbr","South Asia",0.258
"risk","COVID-19","wbr","Sub-Saharan Africa",0.181
"risk","COVID-19","inc","Poor",1.38
"risk","COVID-19","inc","Lower-middle",1
"risk","COVID-19","inc","Middle",1
"risk","COVID-19","inc","Upper-middle",1
"risk","COVID-19","inc","Rich",1
"risk","COVID-19","edu","No Formal Schooling",1.58
"risk","COVID-19","edu","Primary Education (Elementary School)",1.58
"risk","COVID-19","edu","Secondary Education (High School)",1
"risk","COVID-19","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"risk","COVID-19","edu","Master's degree",1
"risk","COVID-19","edu","Doctoral degree",1
"risk","COVID-19","hsd","0",1.42
"risk","COVID-19","hsd","1",1.36
"risk","COVID-19","hsd","2",1.3
"risk","COVID-19","hsd","3",1.24
"risk","COVID-19","hsd","4",1.18
"risk","COVID-19","hsd","5",1.12
"risk","COVID-19","hsd","6",1.06
"risk","COVID-19","hsd","7",1
"risk","COVID-19","hsd","8",1.1
"risk","COVID-19","hsd","9",1.3
"risk","COVID-19","hsd","10",1.5
"risk","COVID-19","hsd","11",1.7
"risk","COVID-19","hsd","12",1.9
"risk","COVID-19","hsd","13",2.1
"risk","COVID-19","hsd","14",2.3
"risk","COVID-19","hsd","15",2.5
"risk","COVID-19","hsd","16",2.7
"risk","COVID-19","hsd","17",2.7
"risk","COVID-19","hsd","18",2.7
"risk","COVID-19","hsd","19",2.7
"risk","COVID-19","hsd","20",2.7
"risk","COVID-19","hsd","21",2.7
"risk","COVID-19","hsd","22",2.7
"risk","COVID-19","hsd","23",2.7
"risk","COVID-19","hsd","24",2.7
"risk","COVID-19","sys","Normal (SBP <120 mmHG)",1
"risk","COVID-19","sys","Elevated (SBP 120-129 mmHG)",1.1
"risk","COVID-19","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.2
"risk","COVID-19","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.36
"risk","COVID-19","bmi","Underweight (<18.5)",1.5
"risk","COVID-19","bmi","Normal Weight (18.5-24.9)",1
"risk","COVID-19","bmi","Overweight (25-29.9)",1.34
"risk","COVID-19","bmi","Obese (>30)",1.85
"risk","COVID-19","hbp","Yes",1
"risk","COVID-19","hbp","No",1
"risk","COVID-19","hbc","Yes",1
"risk","COVID-19","hbc","No",1
"risk","COVID-19","cvd","Yes",1
"risk","COVID-19","cvd","No",1
"risk","COVID-19","copd","Yes",1.77
"risk","COVID-19","copd","No",1
"risk","COVID-19","dia","Yes",1
"risk","COVID-19","dia","No",1
"risk","COVID-19","dep","Yes",1
"risk","COVID-19","dep","No",1
"risk","COVID-19","can","Yes",2.55
"risk","COVID-19","can","No",1
"risk","COVID-19","alz","Yes",1
"risk","COVID-19","alz","No",1
"risk","COVID-19","fcvd","Yes",1
"risk","COVID-19","fcvd","No",1
"risk","COVID-19","fcopd","Yes",1
"risk","COVID-19","fcopd","No",1
"risk","COVID-19","fdia","Yes",1
"risk","COVID-19","fdia","No",1
"risk","COVID-19","fdep","Yes",1
"risk","COVID-19","fdep","No",1
"risk","COVID-19","fcan","Yes",1
"risk","COVID-19","fcan","No",1
"risk","COVID-19","falz","Yes",1
"risk","COVID-19","falz","No",1
"risk","Alzheimer’s Disease","sex","Male",0.781
"risk","Alzheimer’s Disease","sex","Female",1.142
"risk","Alzheimer’s Disease","race","White",1.043
"risk","Alzheimer’s Disease","race","Black",0.951
"risk","Alzheimer’s Disease","race","Asian",0.54
"risk","Alzheimer’s Disease","race","Native American",0.485
"risk","Alzheimer’s Disease","race","Other",1
"risk","Alzheimer’s Disease","wbr","East Asia & Pacific",1.135
"risk","Alzheimer’s Disease","wbr","Europe & Central Asia",1.928
"risk","Alzheimer’s Disease","wbr","Latin America & Caribbean",0.98
"risk","Alzheimer’s Disease","wbr","Middle East & North Africa",0.446
"risk","Alzheimer’s Disease","wbr","North America",1.888
"risk","Alzheimer’s Disease","wbr","South Asia",0.378
"risk","Alzheimer’s Disease","wbr","Sub-Saharan Africa",0.246
"risk","Alzheimer’s Disease","inc","Poor",1.2
"risk","Alzheimer’s Disease","inc","Lower-middle",1.1
"risk","Alzheimer’s Disease","inc","Middle",1
"risk","Alzheimer’s Disease","inc","Upper-middle",0.9
"risk","Alzheimer’s Disease","inc","Rich",0.8
"risk","Alzheimer’s Disease","edu","No Formal Schooling",1.2
"risk","Alzheimer’s Disease","edu","Primary Education (Elementary School)",1.1
"risk","Alzheimer’s Disease","edu","Secondary Education (High School)",1
"risk","Alzheimer’s Disease","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"risk","Alzheimer’s Disease","edu","Master's degree",0.8
"risk","Alzheimer’s Disease","edu","Doctoral degree",0.7
"risk","Alzheimer’s Disease","hsd","0",1.42
"risk","Alzheimer’s Disease","hsd","1",1.36
"risk","Alzheimer’s Disease","hsd","2",1.3
"risk","Alzheimer’s Disease","hsd","3",1.24
"risk","Alzheimer’s Disease","hsd","4",1.18
"risk","Alzheimer’s Disease","hsd","5",1.12
"risk","Alzheimer’s Disease","hsd","6",1.06
"risk","Alzheimer’s Disease","hsd","7",1
"risk","Alzheimer’s Disease","hsd","8",1.1
"risk","Alzheimer’s Disease","hsd","9",1.3
"risk","Alzheimer’s Disease","hsd","10",1.5
"risk","Alzheimer’s Disease","hsd","11",1.7
"risk","Alzheimer’s Disease","hsd","12",1.9
"risk","Alzheimer’s Disease","hsd","13",2.1
"risk","Alzheimer’s Disease","hsd","14",2.3
"risk","Alzheimer’s Disease","hsd","15",2.5
"risk","Alzheimer’s Disease","hsd","16",2.7
"risk","Alzheimer’s Disease","hsd","17",2.7
"risk","Alzheimer’s Disease","hsd","18",2.7
"risk","Alzheimer’s Disease","hsd","19",2.7
"risk","Alzheimer’s Disease","hsd","20",2.7
"risk","Alzheimer’s Disease","hsd","21",2.7
"risk","Alzheimer’s Disease","hsd","22",2.7
"risk","Alzheimer’s Disease","hsd","23",2.7
"risk","Alzheimer’s Disease","hsd","24",2.7
"risk","Alzheimer’s Disease","sys","Normal (SBP <120 mmHG)",1
"risk","Alzheimer’s Disease","sys","Elevated (SBP 120-129 mmHG)",1
"risk","Alzheimer’s Disease","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"risk","Alzheimer’s Disease","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"risk","Alzheimer’s Disease","bmi","Underweight (<18.5)",1
"risk","Alzheimer’s Disease","bmi","Normal Weight (18.5-24.9)",1
"risk","Alzheimer’s Disease","bmi","Overweight (25-29.9)",1
"risk","Alzheimer’s Disease","bmi","Obese (>30)",1
"risk","Alzheimer’s Disease","hbp","Yes",1
"risk","Alzheimer’s Disease","hbp","No",1
"risk","Alzheimer’s Disease","hbc","Yes",1
"risk","Alzheimer’s Disease","hbc","No",1
"risk","Alzheimer’s Disease","cvd","Yes",1
"risk","Alzheimer’s Disease","cvd","No",1
"risk","Alzheimer’s Disease","copd","Yes",1
"risk","Alzheimer’s Disease","copd","No",1
"risk","Alzheimer’s Disease","dia","Yes",1
"risk","Alzheimer’s Disease","dia","No",1
"risk","Alzheimer’s Disease","dep","Yes",1
"risk","Alzheimer’s Disease","dep","No",1
"risk","Alzheimer’s Disease","can","Yes",1
"risk","Alzheimer’s Disease","can","No",1
"risk","Alzheimer’s Disease","alz","Yes",1
"risk","Alzheimer’s Disease","alz","No",1
"risk","Alzheimer’s Disease","fcvd","Yes",1
"risk","Alzheimer’s Disease","fcvd","No",1
"risk","Alzheimer’s Disease","fcopd","Yes",1
"risk","Alzheimer’s Disease","fcopd","No",1
"risk","Alzheimer’s Disease","fdia","Yes",1
"risk","Alzheimer’s Disease","fdia","No",1
"risk","Alzheimer’s Disease","fdep","Yes",1
"risk","Alzheimer’s Disease","fdep","No",1
"risk","Alzheimer’s Disease","fcan","Yes",1
"risk","Alzheimer’s Disease","fcan","No",1
"risk","Alzheimer’s Disease","falz","Yes",1.7
"risk","Alzheimer’s Disease","falz","No",1
"risk","Chronic Lower Respiratory Diseases","sex","Male",1.104
"risk","Chronic Lower Respiratory Diseases","sex","Female",0.923
"risk","Chronic Lower Respiratory Diseases","race","White",1.069
"risk","Chronic Lower Respiratory Diseases","race","Black",0.816
"risk","Chronic Lower Respiratory Diseases","race","Asian",0.28
"risk","Chronic Lower Respiratory Diseases","race","Native American",0.657
"risk","Chronic Lower Respiratory Diseases","race","Other",1
"risk","Chronic Lower Respiratory Diseases","wbr","East Asia & Pacific",1.403
"risk","Chronic Lower Respiratory Diseases","wbr","Europe & Central Asia",0.962
"risk","Chronic Lower Respiratory Diseases","wbr","Latin America & Caribbean",0.721
"risk","Chronic Lower Respiratory Diseases","wbr","Middle East & North Africa",0.395
"risk","Chronic Lower Respiratory Diseases","wbr","North America",1.489
"risk","Chronic Lower Respiratory Diseases","wbr","South Asia",1.665
"risk","Chronic Lower Respiratory Diseases","wbr","Sub-Saharan Africa",0.365
"risk","Chronic Lower Respiratory Diseases","inc","Poor",1.2
"risk","Chronic Lower Respiratory Diseases","inc","Lower-middle",1.1
"risk","Chronic Lower Respiratory Diseases","inc","Middle",1
"risk","Chronic Lower Respiratory Diseases","inc","Upper-middle",0.9
"risk","Chronic Lower Respiratory Diseases","inc","Rich",0.8
"risk","Chronic Lower Respiratory Diseases","edu","No Formal Schooling",1.2
"risk","Chronic Lower Respiratory Diseases","edu","Primary Education (Elementary School)",1.1
"risk","Chronic Lower Respiratory Diseases","edu","Secondary Education (High School)",1
"risk","Chronic Lower Respiratory Diseases","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"risk","Chronic Lower Respiratory Diseases","edu","Master's degree",0.8
"risk","Chronic Lower Respiratory Diseases","edu","Doctoral degree",0.7
"risk","Chronic Lower Respiratory Diseases","hsd","0",1.42
"risk","Chronic Lower Respiratory Diseases","hsd","1",1.36
"risk","Chronic Lower Respiratory Diseases","hsd","2",1.3
"risk","Chronic Lower Respiratory Diseases","hsd","3",1.24
"risk","Chronic Lower Respiratory Diseases","hsd","4",1.18
"risk","Chronic Lower Respiratory Diseases","hsd","5",1.12
"risk","Chronic Lower Respiratory Diseases","hsd","6",1.06
"risk","Chronic Lower Respiratory Diseases","hsd","7",1
"risk","Chronic Lower Respiratory Diseases","hsd","8",1.1
"risk","Chronic Lower Respiratory Diseases","hsd","9",1.3
"risk","Chronic Lower Respiratory Diseases","hsd","10",1.5
"risk","Chronic Lower Respiratory Diseases","hsd","11",1.7
"risk","Chronic Lower Respiratory Diseases","hsd","12",1.9
"risk","Chronic Lower Respiratory Diseases","hsd","13",2.1
"risk","Chronic Lower Respiratory Diseases","hsd","14",2.3
"risk","Chronic Lower Respiratory Diseases","hsd","15",2.5
"risk","Chronic Lower Respiratory Diseases","hsd","16",2.7
"risk","Chronic Lower Respiratory Diseases","hsd","17",2.7
"risk","Chronic Lower Respiratory Diseases","hsd","18",2.7
"risk","Chronic Lower Respiratory Diseases","hsd","19",2.7
"risk","Chronic Lower Respiratory Diseases","hsd","20",2.7
"risk","Chronic Lower Respiratory Diseases","hsd","21",2.7
"risk","Chronic Lower Respiratory Diseases","hsd","22",2.7
"risk","Chronic Lower Respiratory Diseases","hsd","23",2.7
"risk","Chronic Lower Respiratory Diseases","hsd","24",2.7
"risk","Chronic Lower Respiratory Diseases","sys","Normal (SBP <120 mmHG)",1
"risk","Chronic Lower Respiratory Diseases","sys","Elevated (SBP 120-129 mmHG)",1.1
"risk","Chronic Lower Respiratory Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.2
"risk","Chronic Lower Respiratory Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.4
"risk","Chronic Lower Respiratory Diseases","bmi","Underweight (<18.5)",1.4
"risk","Chronic Lower Respiratory Diseases","bmi","Normal Weight (18.5-24.9)",1
"risk","Chronic Lower Respiratory Diseases","bmi","Overweight (25-29.9)",0.8
"risk","Chronic Lower Respiratory Diseases","bmi","Obese (>30)",0.77
"risk","Chronic Lower Respiratory Diseases","hbp","Yes",1
"risk","Chronic Lower Respiratory Diseases","hbp","No",1
"risk","Chronic Lower Respiratory Diseases","hbc","Yes",1.1
"risk","Chronic Lower Respiratory Diseases","hbc","No",1
"risk","Chronic Lower Respiratory Diseases","cvd","Yes",1
"risk","Chronic Lower Respiratory Diseases","cvd","No",1
"risk","Chronic Lower Respiratory Diseases","copd","Yes",3.42
"risk","Chronic Lower Respiratory Diseases","copd","No",1
"risk","Chronic Lower Respiratory Diseases","dia","Yes",1
"risk","Chronic Lower Respiratory Diseases","dia","No",1
"risk","Chronic Lower Respiratory Diseases","dep","Yes",1
"risk","Chronic Lower Respiratory Diseases","dep","No",1
"risk","Chronic Lower Respiratory Diseases","can","Yes",2.59
"risk","Chronic Lower Respiratory Diseases","can","No",1
"risk","Chronic Lower Respiratory Diseases","alz","Yes",1
"risk","Chronic Lower Respiratory Diseases","alz","No",1
"risk","Chronic Lower Respiratory Diseases","fcvd","Yes",1
"risk","Chronic Lower Respiratory Diseases","fcvd","No",1
"risk","Chronic Lower Respiratory Diseases","fcopd","Yes",1.57
"risk","Chronic Lower Respiratory Diseases","fcopd","No",1
"risk","Chronic Lower Respiratory Diseases","fdia","Yes",1
"risk","Chronic Lower Respiratory Diseases","fdia","No",1
"risk","Chronic Lower Respiratory Diseases","fdep","Yes",1
"risk","Chronic Lower Respiratory Diseases","fdep","No",1
"risk","Chronic Lower Respiratory Diseases","fcan","Yes",1
"risk","Chronic Lower Respiratory Diseases","fcan","No",1
"risk","Chronic Lower Respiratory Diseases","falz","Yes",1
"risk","Chronic Lower Respiratory Diseases","falz","No",1
"risk","Diabetes","sex","Male",1.258
"risk","Diabetes","sex","Female",0.786
"risk","Diabetes","race","White",0.903
"risk","Diabetes","race","Black",1.859
"risk","Diabetes","race","Asian",0.75
